Ensembl,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,symbol,entrez,Gene stable ID,Gene name,Gene type,Gene description,Chromosome/scaffold name,Gene start (bp),Gene end (bp)
ENSMUSG00000000126,7.42135040220439,-0.785929768291618,0.53844797758496,-1.45962061519232,0.144394370306251,0.476504932693106,Wnt9a,216795,ENSMUSG00000000126,Wnt9a,protein_coding,"wingless-type MMTV integration site family, member 9A [Source:MGI Symbol;Acc:MGI:2446084]",11,59197754,59224378
ENSMUSG00000000127,119.246796579172,0.108799935251946,0.185153708289729,0.587619531128676,0.556787698418834,0.830240686319455,Fer,14158,ENSMUSG00000000127,Fer,protein_coding,fer (fms/fps related) protein kinase [Source:MGI Symbol;Acc:MGI:105917],17,64170057,64446491
ENSMUSG00000000131,530.616622535528,-0.219592978419742,0.155272945586321,-1.41423850491497,0.157291885911666,0.494151490681647,Xpo6,74204,ENSMUSG00000000131,Xpo6,protein_coding,exportin 6 [Source:MGI Symbol;Acc:MGI:2429950],7,125700887,125799673
ENSMUSG00000000134,310.01826369412,-0.154641243348442,0.11300397888186,-1.36845839304571,0.171168637075337,0.512185165569565,Tfe3,209446,ENSMUSG00000000134,Tfe3,protein_coding,transcription factor E3 [Source:MGI Symbol;Acc:MGI:98511],X,7628799,7641441
ENSMUSG00000000142,171.826052675704,-0.131965208014791,0.155366744040968,-0.849378731783123,0.395670583789007,0.725179404671202,Axin2,12006,ENSMUSG00000000142,Axin2,protein_coding,axin 2 [Source:MGI Symbol;Acc:MGI:1270862],11,108811175,108841609
ENSMUSG00000000148,106.702497695081,0.192371182779228,0.140068698820097,1.3734059386552,0.169626184609828,0.510382665419907,Brat1,231841,ENSMUSG00000000148,Brat1,protein_coding,BRCA1-associated ATM activator 1 [Source:MGI Symbol;Acc:MGI:1891679],5,140690766,140705134
ENSMUSG00000000149,1182.06637209478,0.347460920909772,0.198481008716247,1.75060033782129,0.080014777055514,0.361346174749928,Gna12,14673,ENSMUSG00000000149,Gna12,protein_coding,"guanine nucleotide binding protein, alpha 12 [Source:MGI Symbol;Acc:MGI:95767]",5,140744163,140816186
ENSMUSG00000000154,687.489615826131,-0.03042384443797,0.116812571988023,-0.26045008615245,0.794516612434006,0.935132725075227,Slc22a18,18400,ENSMUSG00000000154,Slc22a18,protein_coding,"solute carrier family 22 (organic cation transporter), member 18 [Source:MGI Symbol;Acc:MGI:1336884]",7,143027473,143053071
ENSMUSG00000000159,261.698920859951,0.17532139619186,0.101947929748254,1.71971511952025,0.0854842381233,0.37368494118996,Igsf5,72058,ENSMUSG00000000159,Igsf5,protein_coding,"immunoglobulin superfamily, member 5 [Source:MGI Symbol;Acc:MGI:1919308]",16,96162868,96223321
ENSMUSG00000000168,872.174191133194,-0.04716067336839,0.24442445017281,-0.192945809369917,0.847001408346997,0.955663380819764,Dlat,235339,ENSMUSG00000000168,Dlat,protein_coding,dihydrolipoamide S-acetyltransferase (E2 component of pyruvate dehydrogenase complex) [Source:MGI Symbol;Acc:MGI:2385311],9,50545933,50571080
ENSMUSG00000000171,2071.32090141283,0.267774545729705,0.069317728520309,3.86300231478665,0.000112001946116,0.004510986393565,Sdhd,66925,ENSMUSG00000000171,Sdhd,protein_coding,"succinate dehydrogenase complex, subunit D, integral membrane protein [Source:MGI Symbol;Acc:MGI:1914175]",9,50507657,50515112
ENSMUSG00000000184,277.583890089792,-0.406241926667021,0.163009833460829,-2.49213141343796,0.012697904687239,0.133707261691148,Ccnd2,12444,ENSMUSG00000000184,Ccnd2,protein_coding,cyclin D2 [Source:MGI Symbol;Acc:MGI:88314],6,127102125,127129156
ENSMUSG00000000194,316.520879687806,-0.323943192700741,0.186195126749545,-1.7398048936935,0.08189328290741,0.36523811996538,Gpr107,277463,ENSMUSG00000000194,Gpr107,protein_coding,G protein-coupled receptor 107 [Source:MGI Symbol;Acc:MGI:2139054],2,31042328,31108787
ENSMUSG00000000204,4.82744400657498,-1.68830657590958,0.992411878849671,-1.70121560603097,0.088902508418748,0.383071030719896,Slfn4,20558,ENSMUSG00000000204,Slfn4,protein_coding,schlafen 4 [Source:MGI Symbol;Acc:MGI:1329010],11,83066012,83081042
ENSMUSG00000000244,7.69721264899346,-1.67235111577077,0.57938254233445,-2.88643684193958,0.003896309393685,0.061351052668776,Tspan32,27027,ENSMUSG00000000244,Tspan32,protein_coding,tetraspanin 32 [Source:MGI Symbol;Acc:MGI:1350360],7,142558783,142573381
ENSMUSG00000000247,50.6713195961634,0.118423104803911,0.23319203290834,0.507835123382879,0.61156897558379,0.854697869192626,Lhx2,16870,ENSMUSG00000000247,Lhx2,protein_coding,LIM homeobox protein 2 [Source:MGI Symbol;Acc:MGI:96785],2,38229293,38259745
ENSMUSG00000000253,12.6021852268593,-0.175587041045986,0.462295326994239,-0.379815738540171,0.704082198650855,0.899248315081562,Gmpr,66355,ENSMUSG00000000253,Gmpr,protein_coding,guanosine monophosphate reductase [Source:MGI Symbol;Acc:MGI:1913605],13,45660920,45707276
ENSMUSG00000000266,120.431902327316,0.279338434005654,0.178427632881093,1.56555590350632,0.117452620205633,0.43355572859697,Mid2,23947,ENSMUSG00000000266,Mid2,protein_coding,midline 2 [Source:MGI Symbol;Acc:MGI:1344333],X,139565348,139668464
ENSMUSG00000000275,1534.82870929258,-0.1367720065154,0.148662279857588,-0.920018222823043,0.357563236560505,0.69662341394572,Trim25,217069,ENSMUSG00000000275,Trim25,protein_coding,tripartite motif-containing 25 [Source:MGI Symbol;Acc:MGI:102749],11,88890202,88911119
ENSMUSG00000000276,43.60736798939,-0.210511654663781,0.299976433360747,-0.701760642678962,0.482828447092915,0.787386861436596,Dgke,56077,ENSMUSG00000000276,Dgke,protein_coding,"diacylglycerol kinase, epsilon [Source:MGI Symbol;Acc:MGI:1889276]",11,88926005,88957676
ENSMUSG00000000278,472.47003442591,-0.15622163521775,0.132288372662552,-1.18091735557325,0.237635555983323,0.589765478398544,Scpep1,74617,ENSMUSG00000000278,Scpep1,protein_coding,serine carboxypeptidase 1 [Source:MGI Symbol;Acc:MGI:1921867],11,88814846,88846291
ENSMUSG00000000282,141.126802854955,-0.401623529905772,0.28641207736642,-1.40225766175341,0.160838318403439,0.498621350876258,Mnt,17428,ENSMUSG00000000282,Mnt,protein_coding,max binding protein [Source:MGI Symbol;Acc:MGI:109150],11,74721746,74736551
ENSMUSG00000000290,140.093938327847,-0.298494162917278,0.231692068282775,-1.288322751528,0.19763363648671,0.544446455374127,Itgb2,16414,ENSMUSG00000000290,Itgb2,protein_coding,integrin beta 2 [Source:MGI Symbol;Acc:MGI:96611],10,77366086,77401542
ENSMUSG00000000295,9.90995859103645,-0.658836261217281,0.434971720656337,-1.51466458606355,0.129857367094948,0.453215233628112,Hddc2,69692,ENSMUSG00000000295,Hddc2,protein_coding,HD domain containing 2 [Source:MGI Symbol;Acc:MGI:1916942],10,31189379,31204200
ENSMUSG00000000296,61.5439329777237,0.069238984748994,0.219784379985827,0.315031417398535,0.75273779983853,0.919890481741336,Tpd52l1,21987,ENSMUSG00000000296,Tpd52l1,protein_coding,tumor protein D52-like 1 [Source:MGI Symbol;Acc:MGI:1298386],10,31208372,31321954
ENSMUSG00000000301,2030.51947820106,0.001826151418834,0.149090468317019,0.012248612801667,0.990227265319721,0.997354902952254,Pemt,18618,ENSMUSG00000000301,Pemt,protein_coding,phosphatidylethanolamine N-methyltransferase [Source:MGI Symbol;Acc:MGI:104535],11,59861440,59937315
ENSMUSG00000000303,544.694598402342,0.138031479265068,0.247890391256678,0.556824645623895,0.577647243354595,0.840429371199945,Cdh1,12550,ENSMUSG00000000303,Cdh1,protein_coding,cadherin 1 [Source:MGI Symbol;Acc:MGI:88354],8,107329983,107396878
ENSMUSG00000000305,16.3776191577519,-0.265456953909511,0.378863749824866,-0.700666015242214,0.483511469659604,0.787461144431223,Cdh4,12561,ENSMUSG00000000305,Cdh4,protein_coding,cadherin 4 [Source:MGI Symbol;Acc:MGI:99218],2,179084224,179541166
ENSMUSG00000000317,34.1987252267541,-0.350132699606698,0.330797464464175,-1.05845037287043,0.289850164596561,0.637580332343927,Bcl6b,12029,ENSMUSG00000000317,Bcl6b,protein_coding,"B cell CLL/lymphoma 6, member B [Source:MGI Symbol;Acc:MGI:1278332]",11,70114954,70120624
ENSMUSG00000000318,7.23850731604731,0.172259507266731,0.70377409205091,0.244765343328765,0.806638129792844,0.940502341504077,Clec10a,17312,ENSMUSG00000000318,Clec10a,protein_coding,"C-type lectin domain family 10, member A [Source:MGI Symbol;Acc:MGI:96975]",11,70047023,70061660
ENSMUSG00000000320,10.5009714475704,-0.785901018458332,0.399390325097404,-1.96775176831503,0.049096606173728,0.281170109461346,Alox12,11684,ENSMUSG00000000320,Alox12,protein_coding,arachidonate 12-lipoxygenase [Source:MGI Symbol;Acc:MGI:87998],11,70132283,70146179
ENSMUSG00000000325,197.147396796316,-0.41246418806006,0.201950754340723,-2.04239983854761,0.041111885758873,0.258021664969758,Arvcf,11877,ENSMUSG00000000326,Comt,protein_coding,catechol-O-methyltransferase [Source:MGI Symbol;Acc:MGI:88470],16,18225636,18245602
ENSMUSG00000000326,6712.08154887447,0.452328404638343,0.13430528296104,3.36791222702353,0.000757397047103,0.019323590451755,Comt,12846,ENSMUSG00000000339,Rtca,protein_coding,RNA 3'-terminal phosphate cyclase [Source:MGI Symbol;Acc:MGI:1913618],3,116282612,116301857
ENSMUSG00000000339,95.1167678542787,0.495163534447504,0.20364334314572,2.43152330343145,0.015035481088028,0.147241403180232,Rtca,66368,ENSMUSG00000000340,Dbt,protein_coding,dihydrolipoamide branched chain transacylase E2 [Source:MGI Symbol;Acc:MGI:105386],3,116306719,116343630
ENSMUSG00000000340,1218.02153666885,0.078799892348118,0.135721911068912,0.580598163756383,0.561511310142445,0.832549809683499,Dbt,13171,ENSMUSG00000000346,Dazap2,protein_coding,DAZ associated protein 2 [Source:MGI Symbol;Acc:MGI:1344344],15,100513230,100518642
ENSMUSG00000000346,1567.83410916504,0.140950668140658,0.077365421549045,1.82188198963414,0.068472893634097,0.334005081239785,Dazap2,23994,ENSMUSG00000000355,Mcts1,protein_coding,malignant T cell amplified sequence 1 [Source:MGI Symbol;Acc:MGI:1916245],X,37689455,37702303
ENSMUSG00000000355,273.379149751491,0.003500571144808,0.112464864251312,0.03112590912826,0.97516912718055,0.992871544761954,Mcts1,68995,ENSMUSG00000000374,Trappc10,protein_coding,trafficking protein particle complex 10 [Source:MGI Symbol;Acc:MGI:1336209],10,78022559,78080475
ENSMUSG00000000374,383.758789859612,0.076351882912579,0.147478877344226,0.517714023102903,0.60465781272558,0.851462078944699,Trappc10,216131,ENSMUSG00000000378,Ccm2,protein_coding,cerebral cavernous malformation 2 [Source:MGI Symbol;Acc:MGI:2384924],11,6496887,6546744
ENSMUSG00000000378,152.959849745115,-0.00829186015715,0.173600375372027,-0.047764068132806,0.961904273330682,0.988132873133196,Ccm2,216527,ENSMUSG00000000384,Tbrg4,protein_coding,transforming growth factor beta regulated gene 4 [Source:MGI Symbol;Acc:MGI:1100868],11,6565598,6576067
ENSMUSG00000000384,288.748683757356,0.071263103679347,0.13421483823925,0.53096292939171,0.595444468151978,0.847432920858425,Tbrg4,21379,ENSMUSG00000000385,Tmprss2,protein_coding,"transmembrane protease, serine 2 [Source:MGI Symbol;Acc:MGI:1354381]",16,97365882,97412395
ENSMUSG00000000385,90.3628761766657,-0.909094370037693,0.301897344582133,-3.01126984503956,0.002601575423351,0.047239098836891,Tmprss2,50528,ENSMUSG00000000386,Mx1,polymorphic_pseudogene,MX dynamin-like GTPase 1 [Source:MGI Symbol;Acc:MGI:97243],16,97248235,97264107
ENSMUSG00000000386,32.3893220033772,0.132858149996962,0.503808610192201,0.263707581230653,0.792005253292687,0.933883143163823,Mx1,17857,ENSMUSG00000000392,Fap,protein_coding,fibroblast activation protein [Source:MGI Symbol;Acc:MGI:109608],2,62331287,62404419
ENSMUSG00000000392,6.34471673019682,-0.056682832174623,0.657139475423615,-0.086256927630293,0.931262177581298,0.981497245745035,Fap,14089,ENSMUSG00000000399,Ndufa9,protein_coding,NADH:ubiquinone oxidoreductase subunit A9 [Source:MGI Symbol;Acc:MGI:1913358],6,126798684,126826099
ENSMUSG00000000399,1278.27188385606,0.260216295742994,0.111654107246283,2.33055730918181,0.019776714789952,0.171454537288291,Ndufa9,66108,ENSMUSG00000000409,Lck,protein_coding,lymphocyte protein tyrosine kinase [Source:MGI Symbol;Acc:MGI:96756],4,129442137,129467434
ENSMUSG00000000409,16.0470719217003,-1.09217045642637,0.481080226486179,-2.27024599286404,0.023192661859394,0.188048984120401,Lck,16818,ENSMUSG00000000416,Cttnbp2,protein_coding,cortactin binding protein 2 [Source:MGI Symbol;Acc:MGI:1353467],6,18366477,18514842
ENSMUSG00000000416,8.29753427439695,0.641553020614144,0.808745700514332,0.79326915766741,0.427621022210343,0.750271475499094,Cttnbp2,30785,ENSMUSG00000000420,Galnt1,protein_coding,polypeptide N-acetylgalactosaminyltransferase 1 [Source:MGI Symbol;Acc:MGI:894693],18,24338401,24419875
ENSMUSG00000000420,762.026456947901,0.125023334733586,0.112040339719603,1.11587786190647,0.264474419166763,0.613940703155546,Galnt1,14423,ENSMUSG00000000439,Mkrn2,protein_coding,"makorin, ring finger protein, 2 [Source:MGI Symbol;Acc:MGI:1914277]",6,115578863,115599585
ENSMUSG00000000439,182.999352705702,0.091433875681446,0.289199892749363,0.316161513105013,0.751879918629301,0.919408444106299,Mkrn2,67027,ENSMUSG00000000440,Pparg,protein_coding,peroxisome proliferator activated receptor gamma [Source:MGI Symbol;Acc:MGI:97747],6,115337912,115467360
ENSMUSG00000000440,93.7665841072605,-0.621628513848156,0.26224736013681,-2.37038997656206,0.017769331708656,0.161867878712473,Pparg,19016,ENSMUSG00000000441,Raf1,protein_coding,v-raf-leukemia viral oncogene 1 [Source:MGI Symbol;Acc:MGI:97847],6,115595028,115653596
ENSMUSG00000000441,1139.43745176343,0.154593941682104,0.116033338904296,1.33232347825148,0.182753915321837,0.52715286279452,Raf1,110157,ENSMUSG00000000486,Septin1,protein_coding,septin 1 [Source:MGI Symbol;Acc:MGI:1858916],7,126813619,126832302
ENSMUSG00000000486,20.560943120717,-0.941038695257038,0.39771832050469,-2.36609340515894,0.017976908318284,0.163182569542523,Sept1,54204,ENSMUSG00000000489,Pdgfb,protein_coding,"platelet derived growth factor, B polypeptide [Source:MGI Symbol;Acc:MGI:97528]",15,79880075,79899178
ENSMUSG00000000489,23.1964005371439,-0.324770011906349,0.313979912730202,-1.03436557161355,0.300965293098392,0.649051806017073,Pdgfb,18591,ENSMUSG00000000530,Acvrl1,protein_coding,"activin A receptor, type II-like 1 [Source:MGI Symbol;Acc:MGI:1338946]",15,101026403,101043217
ENSMUSG00000000530,48.622692827773,-0.308224189126808,0.305955239659112,-1.00741595231454,0.313734928538369,0.660781565428032,Acvrl1,11482,ENSMUSG00000000531,Tamalin,protein_coding,trafficking regulator and scaffold protein tamalin [Source:MGI Symbol;Acc:MGI:1860303],15,101122069,101130637
ENSMUSG00000000531,19.3827815232163,-0.193725127549766,0.321994035046253,-0.601641976137658,0.547412481162908,0.824779723784218,Grasp,56149,ENSMUSG00000000532,Acvr1b,protein_coding,"activin A receptor, type 1B [Source:MGI Symbol;Acc:MGI:1338944]",15,101071948,101111565
ENSMUSG00000000532,185.985655934038,0.102127698617761,0.160772443374416,0.635231364742776,0.525277529973746,0.811841484210163,Acvr1b,11479,ENSMUSG00000000538,Tom1l2,protein_coding,target of myb1-like 2 (chicken) [Source:MGI Symbol;Acc:MGI:2443306],11,60117540,60243731
ENSMUSG00000000538,424.587250094062,0.317214213850908,0.160641525131584,1.97467132854393,0.048305458679573,0.279526848878144,Tom1l2,216810,ENSMUSG00000000552,Zfp385a,protein_coding,zinc finger protein 385A [Source:MGI Symbol;Acc:MGI:1352495],15,103222322,103248520
ENSMUSG00000000552,189.980254903648,-0.423177149520099,0.177274304117999,-2.38713191754187,0.016980397038779,0.158285739806611,Zfp385a,29813,ENSMUSG00000000555,Itga5,protein_coding,integrin alpha 5 (fibronectin receptor alpha) [Source:MGI Symbol;Acc:MGI:96604],15,103252713,103275190
ENSMUSG00000000555,454.248821774657,-0.433155892488927,0.227571434853671,-1.9033842835655,0.056990420265795,0.305468429170946,Itga5,16402,ENSMUSG00000000561,Wdr77,protein_coding,WD repeat domain 77 [Source:MGI Symbol;Acc:MGI:1917715],3,105866685,105877353
ENSMUSG00000000561,346.145301881119,0.034354092948113,0.136611274666101,0.25147333579955,0.801448174899328,0.938746396916878,Wdr77,70465,ENSMUSG00000000563,Atp5pb,protein_coding,ATP synthase peripheral stalk-membrane subunit b [Source:MGI Symbol;Acc:MGI:1100495],3,105850014,105867415
ENSMUSG00000000563,3431.85846723993,0.273372075884676,0.106848346488987,2.55850544128777,0.010512317497011,0.119201073840381,Atp5pb,11950,ENSMUSG00000000567,Sox9,protein_coding,SRY (sex determining region Y)-box 9 [Source:MGI Symbol;Acc:MGI:98371],11,112673050,112678586
ENSMUSG00000000567,114.922860638448,0.224119007020553,0.265779236999476,0.843252503659623,0.399087240105265,0.727968164218353,Sox9,20682,ENSMUSG00000000568,Hnrnpd,protein_coding,heterogeneous nuclear ribonucleoprotein D [Source:MGI Symbol;Acc:MGI:101947],5,100103794,100126797
ENSMUSG00000000568,738.31684004483,-0.479994409438629,0.114142326019937,-4.20522715959712,2.60820060727034E-05,0.001356364246838,Hnrnpd,11991,ENSMUSG00000000579,Dynlt1c,protein_coding,dynein light chain Tctex-type 1C [Source:MGI Symbol;Acc:MGI:3807476],17,6869070,6877173
ENSMUSG00000000579,18.7789020103597,-0.254044855744229,0.359456882775955,-0.706746394121967,0.479724092761082,0.786008584143671,Dynlt1b,21648,ENSMUSG00000000581,C1d,protein_coding,C1D nuclear receptor co-repressor [Source:MGI Symbol;Acc:MGI:1927354],11,17207579,17219176
ENSMUSG00000000581,563.213050124018,0.363634064270954,0.159796296597556,2.27561008617591,0.022869357119382,0.186654109549835,C1d,57316,ENSMUSG00000000594,Gm2a,protein_coding,GM2 ganglioside activator protein [Source:MGI Symbol;Acc:MGI:95762],11,54988941,55003855
ENSMUSG00000000594,1498.2002702408,-0.104219594952976,0.150357416730359,-0.693145687251839,0.488218128616629,0.790680311501386,Gm2a,14667,ENSMUSG00000000600,Krit1,protein_coding,"KRIT1, ankyrin repeat containing [Source:MGI Symbol;Acc:MGI:1930618]",5,3853184,3895564
ENSMUSG00000000600,365.071821652564,0.048382803131743,0.141313180450644,0.34237997458872,0.732064956825556,0.910174044241336,Krit1,79264,ENSMUSG00000000605,Clcn4,protein_coding,"chloride channel, voltage-sensitive 4 [Source:MGI Symbol;Acc:MGI:104571]",7,7285308,7303850
ENSMUSG00000000605,1009.1469727308,0.033845247352982,0.079918975168751,0.423494511553945,0.671934502098058,0.883937434287112,Clcn4,12727,ENSMUSG00000000628,Hk2,protein_coding,hexokinase 2 [Source:MGI Symbol;Acc:MGI:1315197],6,82702006,82751435
ENSMUSG00000000628,62.0230537174145,-0.733215790678509,0.518297243674122,-1.41466272419445,0.157167408548864,0.494151490681647,Hk2,15277,ENSMUSG00000000631,Myo18a,protein_coding,myosin XVIIIA [Source:MGI Symbol;Acc:MGI:2667185],11,77654072,77756806
ENSMUSG00000000631,1314.02009195924,-0.573734932810058,0.14641003435185,-3.91868586978997,8.90330585697969E-05,0.003741317968941,Myo18a,360013,ENSMUSG00000000673,Haao,protein_coding,"3-hydroxyanthranilate 3,4-dioxygenase [Source:MGI Symbol;Acc:MGI:1349444]",17,84138585,84155392
ENSMUSG00000000673,5187.15941461208,0.184025055101356,0.17272069800035,1.06544876920879,0.286672897287421,0.635218018525458,Haao,107766,ENSMUSG00000000682,Cd52,protein_coding,CD52 antigen [Source:MGI Symbol;Acc:MGI:1346088],4,133809759,133822393
ENSMUSG00000000682,67.02046517347,-0.431707311469192,0.273716147263837,-1.57720805215436,0.114747660826492,0.429432793964202,Cd52,23833,ENSMUSG00000000686,Abhd15,protein_coding,abhydrolase domain containing 15 [Source:MGI Symbol;Acc:MGI:1914727],11,77405947,77429433
ENSMUSG00000000686,367.647953455258,0.126173049013995,0.181908177691834,0.693608449136033,0.487927793626073,0.790680311501386,Abhd15,67477,ENSMUSG00000000693,Loxl3,protein_coding,lysyl oxidase-like 3 [Source:MGI Symbol;Acc:MGI:1337004],6,83011154,83029543
ENSMUSG00000000693,27.6647975871409,-0.221681678273962,0.447639143448044,-0.495224069473478,0.620441962144869,0.860717370420309,Loxl3,16950,ENSMUSG00000000708,Kat2b,protein_coding,K(lysine) acetyltransferase 2B [Source:MGI Symbol;Acc:MGI:1343094],17,53873889,53979748
ENSMUSG00000000708,1343.97471435668,0.251857780458261,0.1662398970198,1.51502608563492,0.129765798229729,0.453128680054571,Kat2b,18519,ENSMUSG00000000711,Rab5b,protein_coding,"RAB5B, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:105938]",10,128513044,128532133
ENSMUSG00000000711,1609.73191717031,0.089533204449128,0.101067785798597,0.885872820322242,0.375686063801398,0.709600187027049,Rab5b,19344,ENSMUSG00000000732,Icosl,protein_coding,icos ligand [Source:MGI Symbol;Acc:MGI:1354701],10,77905136,77919747
ENSMUSG00000000732,16.8461208314402,-0.83778823927574,0.466558520140321,-1.79567664743057,0.072545957966972,0.343747902803078,Icosl,50723,ENSMUSG00000000738,Spg7,protein_coding,"SPG7, paraplegin matrix AAA peptidase subunit [Source:MGI Symbol;Acc:MGI:2385906]",8,123789681,123824499
ENSMUSG00000000738,395.594499087971,0.318897018230167,0.141503154710477,2.25363893040156,0.024218892126976,0.191719016564484,Spg7,234847,ENSMUSG00000000739,Sult5a1,protein_coding,"sulfotransferase family 5A, member 1 [Source:MGI Symbol;Acc:MGI:1931463]",8,123866931,123885054
ENSMUSG00000000739,90.1495688488771,0.491643085343101,0.394916092773648,1.24493049115852,0.213157301667587,0.563973500104123,Sult5a1,57429,ENSMUSG00000000740,Rpl13,protein_coding,ribosomal protein L13 [Source:MGI Symbol;Acc:MGI:105922],8,123829089,123831983
ENSMUSG00000000740,1966.64040300308,0.252216030248358,0.137896478696633,1.82902444378746,0.067395946492256,0.331820344652139,Rpl13,270106,ENSMUSG00000000743,Chmp1a,protein_coding,charged multivesicular body protein 1A [Source:MGI Symbol;Acc:MGI:1920159],8,123931003,123939502
ENSMUSG00000000743,554.779300238961,-0.008830362110097,0.073761880014346,-0.119714439333433,0.904709361690188,0.972104193019389,Chmp1a,234852,ENSMUSG00000000751,Rpa1,protein_coding,replication protein A1 [Source:MGI Symbol;Acc:MGI:1915525],11,75188992,75239150
ENSMUSG00000000751,403.840542538929,0.211697277345823,0.133646899608618,1.58400440238999,0.113192717271094,0.427225979841316,Rpa1,68275,ENSMUSG00000000753,Serpinf1,protein_coding,"serine (or cysteine) peptidase inhibitor, clade F, member 1 [Source:MGI Symbol;Acc:MGI:108080]",11,75300595,75313527
ENSMUSG00000000753,6168.17490602965,0.044831883505832,0.120880509665617,0.370877684333456,0.710728637009135,0.902135315783277,Serpinf1,20317,ENSMUSG00000000759,Tubgcp3,protein_coding,"tubulin, gamma complex associated protein 3 [Source:MGI Symbol;Acc:MGI:2183752]",8,12664277,12722248
ENSMUSG00000000759,243.391633459851,-0.113800241379471,0.117875292847357,-0.965429129638192,0.334329917085314,0.676724217213485,Tubgcp3,259279,ENSMUSG00000000776,Polr3d,protein_coding,polymerase (RNA) III (DNA directed) polypeptide D [Source:MGI Symbol;Acc:MGI:1914315],14,70676197,70680887
ENSMUSG00000000776,87.8579717731386,0.090418616112446,0.209145913102972,0.432323131592481,0.665506577382025,0.8814325502348,Polr3d,67065,ENSMUSG00000000782,Tcf7,protein_coding,"transcription factor 7, T cell specific [Source:MGI Symbol;Acc:MGI:98507]",11,52143198,52174158
ENSMUSG00000000782,61.2547263435125,-0.772010898874726,0.246517215340389,-3.13167134315037,0.001738143293017,0.035264303312589,Tcf7,21414,ENSMUSG00000000787,Ddx3x,protein_coding,"DEAD box helicase 3, X-linked [Source:MGI Symbol;Acc:MGI:103064]",X,13147209,13160291
ENSMUSG00000000787,3557.66419786762,-0.358519436851328,0.124838122187578,-2.87187463708102,0.004080448026103,0.063418168119291,Ddx3x,13205,ENSMUSG00000000791,Il12rb1,protein_coding,"interleukin 12 receptor, beta 1 [Source:MGI Symbol;Acc:MGI:104579]",8,71261093,71274068
ENSMUSG00000000791,6.35478479206849,1.01157224024754,0.649945764270191,1.55639484993554,0.11961422909028,0.437136222790083,Il12rb1,16161,ENSMUSG00000000804,Usp32,protein_coding,ubiquitin specific peptidase 32 [Source:MGI Symbol;Acc:MGI:2144475],11,84875268,85030987
